Age,Branch,Study_Hours_per_Day,Sleep_Hours,Screen_Time_Hours,Gym_Hours_per_Week,Diet_Type,Attendance_Percentage,Stress_Level_1_to_10,Residence,Internal_Marks,CGPA
24,Civil,3.095084981914955,6.717315380766914,1.3545746631676587,2.1164702456409907,Veg,78.60607316835417,3.0653016821869534,Day Scholar,69.31359297814352,7.2653042567972985
24,Electrical,2.8257557609285318,9.481134472908016,3.91491741812694,0.0,Veg,79.88916599115441,2.3558316768197773,Hosteller,69.78696212398155,7.524483445996787
25,ECE,4.6660139432495775,6.439368903695346,3.1596283511302112,3.250729337704076,Veg,81.21681786274975,4.1396103142476415,Day Scholar,80.45757238213184,8.417695605864056
24,Mechanical,1.7860622035184113,8.532223634609364,6.258556437773849,6.265773765236835,Non-Veg,72.89958874635708,1.738593300416447,Day Scholar,61.03502430636644,7.086698318437375
20,ECE,4.85048409331901,5.484374671015436,5.4184121597133785,6.025849714111649,Veg,78.3521644381532,6.855889441394837,Hosteller,65.11938245942264,7.634167252806189
18,Mechanical,4.61738248336632,4.189446002428492,7.497832479208351,11.45835126216524,Veg,84.22538685683823,7.430260456946999,Hosteller,65.5813444963442,6.263946724476925
17,IT,2.536284250295041,7.141701722582032,1.1404866003709748,7.788258080012495,Veg,62.99536589692079,3.5562114620314467,Day Scholar,63.837626776387374,6.682280573342446
24,Civil,3.349856036849576,6.220566851385956,5.855318379355546,6.271119858408158,Non-Veg,79.49016787049753,4.244340884901799,Hosteller,46.74645246574991,5.922313841551004
20,Mechanical,8.05642602993961,7.259417886834727,6.436747794919853,0.20022841217431034,Non-Veg,99.80256886413102,7.423506858698832,Day Scholar,85.5238391222982,9.926233721121806
19,IT,3.95584401704295,8.595173961415862,5.847324777902723,13.70972243073184,Veg,87.50188655011608,1.1451263691256182,Hosteller,87.11153738532167,8.896168278144836
17,Civil,6.2691484789331895,5.837953042591171,5.05041014345301,11.750477597522758,Non-Veg,97.15699760173987,7.971746778805892,Day Scholar,73.73055472876639,7.670117193451445
23,Electrical,3.976018342041233,7.362598400056183,2.810952825493623,8.871326361794326,Non-Veg,79.81637836753363,2.660676642617489,Hosteller,73.18887799576139,8.412786144232683
19,CSE,6.921330488728289,7.3368188764619875,8.723309963371221,10.255821692771649,Veg,96.15587363094588,6.800457165710395,Hosteller,76.71029658816397,9.036602963300886
21,IT,2.6125785249094675,7.394490140404114,8.350806375649265,7.949298523652917,Veg,76.00514301260964,3.2517426908888276,Hosteller,61.28110399777308,7.030511203736038
17,ECE,3.499072541806161,7.285124383752947,5.212005059437133,15.142124522445009,Non-Veg,72.48651525133741,4.049555547986398,Hosteller,70.44785798425751,7.660086114013342
19,Civil,2.30705074764261,4.8531503100581785,8.220519566827354,4.362014264099133,Non-Veg,67.07916132665282,5.001885620702263,Day Scholar,51.71665363030644,6.195135212199201
18,CSE,3.083969313473102,6.09606331188258,5.374232450561316,2.0008465267625253,Non-Veg,72.18099384107052,4.568606251258055,Day Scholar,62.67963709776968,6.667403776294923
23,Mechanical,6.578657935758362,5.236775958031485,2.144787971917032,5.147214814992398,Non-Veg,93.02427662284434,8.644701181724114,Day Scholar,62.79986482605094,7.196743751922877
20,IT,2.372129803249359,6.322561124627052,1.6744753282168783,5.132431276560388,Non-Veg,66.21765078380801,2.3132010844541817,Day Scholar,73.1056828876847,8.265633318885824
24,Electrical,2.8006377211348066,6.698945869501694,8.79598188111042,12.396667782747702,Non-Veg,69.03629236721535,4.32750246082891,Hosteller,58.93087876831994,6.509470434502303
19,Electrical,5.3479703852309965,5.333064823022916,4.471425747028581,5.594684927685857,Veg,78.89011971427328,5.641035852299927,Day Scholar,77.0323215586933,7.700661303955881
25,IT,3.0445579675941614,7.279542139984782,1.0384333140315327,8.239611127100622,Veg,76.58667770099284,2.272211826460486,Day Scholar,56.42134862033676,7.295465860918563
24,Civil,4.5091997130117365,7.523573605145709,6.430962148431142,1.8829331790596031,Non-Veg,85.01411195813385,5.365686400890678,Hosteller,73.30337108529305,7.335196457318112
22,Mechanical,1.6302986405138518,5.881783581318645,3.1718242162853576,0.1715482207937155,Veg,73.76157220036197,2.249101680710824,Day Scholar,56.52432561668651,6.3487043853067755
18,Electrical,1.7210337105284714,5.493074515307788,4.227507750836929,1.5682175474675182,Veg,78.64377311663524,1.0,Hosteller,60.49168267779185,6.953600032608932
19,Civil,2.215042721349604,4.8282190360522055,8.348289403319948,4.110734609800634,Non-Veg,67.32875045636038,5.047371258482806,Day Scholar,50.58448332156386,6.136107551748349
23,CSE,4.27186340844479,6.5961307721107305,4.9054786421795065,6.907697703074175,Veg,80.77033451797112,4.797838413390154,Hosteller,79.79190020718399,7.6104117711649
23,IT,5.498371997086371,5.1990778855892685,4.255719999137548,0.17400373203993338,Veg,85.0121545528455,7.418954888626062,Day Scholar,73.4379260198183,7.849341129279701
23,IT,7.0368059521865876,6.838940976428489,3.721366531669089,17.698278161480122,Veg,95.29938277095683,7.3411134857373765,Day Scholar,67.76878368400268,7.523520133740876
19,Electrical,3.4720144206326564,6.732245093190904,0.9981948260605483,6.023576192134484,Veg,75.87463121953377,4.11359449423004,Hosteller,62.33288801471336,6.363980841939328
19,IT,3.967027817613109,5.370083950137374,5.406843122307363,6.791820034945348,Veg,70.83898530815274,4.6009875083331995,Day Scholar,65.89954530006032,7.264546907662561
22,ECE,1.4239836058528517,7.4742642984665455,5.148999106533368,0.0995479237123684,Non-Veg,72.10929273546913,2.4413880137863027,Hosteller,64.62625926913418,6.799496557359794
21,Civil,4.230983769767935,6.323691578440116,5.1059744179680875,9.906902370668984,Veg,78.3790125004013,3.7072156973908528,Hosteller,67.8574316394966,7.0346457201115244
20,Electrical,3.0074170178323008,5.950286343232314,6.152904821209336,9.506729890052263,Veg,72.17865364496018,2.4111923320984587,Hosteller,68.60072713383127,7.303411810000457
18,CSE,2.95410874979572,6.997132138097128,3.12739789467832,8.90563474378857,Veg,77.77958322836798,1.9454401952791958,Day Scholar,78.68418624817349,7.825887764073067
19,ECE,5.785286166767696,4.909912484572936,3.3886751035851894,0.6170715281880099,Veg,85.83296998636033,7.74620198643454,Day Scholar,66.12899891239574,7.048040459398302
22,Electrical,5.150809858383259,3.627729385065296,6.355910325444494,9.994205395241702,Veg,81.49946189853193,8.169728223900309,Day Scholar,51.976111768218054,5.711583987932099
23,Civil,3.6952109793343664,7.070834841222487,4.575152175498288,4.226079235739119,Veg,81.65657062583705,3.78624472611403,Day Scholar,59.2456676160039,7.585079305759174
22,Electrical,2.456766746746519,4.766657315940286,7.615169747035324,6.264390110546234,Veg,71.14783381359676,5.457569166274775,Hosteller,60.31219221009471,5.534118464224646
18,CSE,5.818097509378334,6.299161027213082,5.380178513120901,16.66678994500625,Non-Veg,93.65025190031271,6.115811053375708,Hosteller,70.96463015857582,8.113840106651342
24,ECE,2.076739117939667,5.697101069952753,1.8570792249846466,8.072478340840815,Non-Veg,69.19180500306113,4.053611032360846,Hosteller,56.97689863331087,5.815570339695587
18,CSE,2.9183024645740505,7.398959099935212,8.459710338807053,13.973556096295555,Non-Veg,73.62895439244036,2.3366701909424226,Day Scholar,46.78044529833911,6.281195792187475
17,Electrical,3.9865647433068547,5.188498595129854,2.5163408804751186,0.0,Non-Veg,87.40118392794106,4.218561943978853,Day Scholar,62.435847206538135,7.284787984048804
22,Electrical,5.0515663896638925,3.731172835384035,6.2581973824071,10.133709311623045,Veg,81.09583506509429,8.102894163982654,Day Scholar,51.59364977906057,5.8043572812643065
20,CSE,3.079633018058833,5.862183525785031,8.315272062472946,11.470525663710125,Non-Veg,78.77397831387367,4.363896913804949,Day Scholar,69.4590925849015,7.071453387195342
17,IT,4.013156112838884,6.162726170497168,6.5828652038805044,12.968533737248508,Non-Veg,86.1360662966255,3.497773320394496,Day Scholar,63.80222145645489,7.383828405690848
24,CSE,4.707908517975324,6.70308637436172,3.067437595787787,7.640964133337033,Veg,74.92655707949245,5.116264739677826,Day Scholar,72.92224621491913,7.583291082579354
22,Electrical,4.384162402278928,8.849750833317211,8.802291383932813,6.0036450712513165,Veg,85.8980881694404,3.6870766431397084,Hosteller,68.65892171245606,7.4333948041224485
17,IT,4.935300528309263,8.367263357995164,5.294300835454413,4.966142346961516,Veg,82.9546889137612,4.630289409469464,Hosteller,71.91274949304997,8.405807166421464
23,Electrical,4.780086474233737,5.849469942924032,8.343429658776055,8.72393201281003,Veg,76.63363031401168,3.9677490715129515,Hosteller,69.77381503792883,7.169759597909435
20,Mechanical,6.331386514000733,5.18632248416869,5.84811751844797,0.12160825666632546,Non-Veg,97.85251536019642,9.903611363447096,Day Scholar,59.20700826627873,6.418862637697023
24,Mechanical,3.187290691961072,8.150156106067588,8.227570092001638,7.727293817116149,Veg,67.24582065431673,1.0,Hosteller,63.62170731207379,7.687242519184908
24,Electrical,4.55725617276459,6.277832855552847,3.986038527121184,11.612547817808528,Veg,80.87217376869454,3.783934547978003,Hosteller,72.14022029657815,8.396331148896026
23,ECE,5.584682415076572,6.6835950384383,1.1576696371780613,5.43388143179516,Veg,84.84644638292511,5.557951719086801,Hosteller,71.13461243795622,7.022782041506255
21,CSE,2.795286280545429,7.707145253615156,5.072362284650881,21.218336461269256,Veg,70.55487095803194,1.846765767851526,Hosteller,71.35455449291908,7.455604484954193
19,Mechanical,5.044825918955984,6.2132073003909065,4.2708664811268084,3.74153242082654,Veg,88.76129164291791,6.689130217264111,Day Scholar,65.65236267183786,7.073107104129389
18,Electrical,2.842576473147729,7.37464684451194,2.916553255940475,5.544271759282436,Veg,71.11604432357188,4.814727432747835,Hosteller,50.136866698627045,5.799973168703091
23,Civil,4.339502005272979,6.656209339273484,3.7475572542931697,3.805988382783768,Veg,72.288134359818,5.221009454237082,Day Scholar,71.48661211002774,7.642501303211478
17,Electrical,2.3360959689814806,5.638660492235279,7.279516064840029,8.445855161971526,Veg,83.826824154112,3.8036652266443314,Hosteller,55.19873056361049,6.787189767205158
17,IT,4.041025146650873,5.202041258575767,5.482372794182664,3.718799295888825,Non-Veg,78.23563916071437,5.077059110545292,Hosteller,59.29170304506952,7.043165569545736
25,CSE,1.566253833213829,5.235583832949367,5.781454706222327,10.485715984964596,Non-Veg,64.92250543700422,2.88051701597009,Hosteller,62.8116794389655,6.3804812268617574
24,CSE,4.8555814270340045,8.177133504940546,5.135322343817981,6.73101158055165,Veg,91.15971978454904,4.469684685891252,Hosteller,71.48583570554422,7.772370561022809
19,Mechanical,4.5011023555899214,5.676363023112694,5.369276029730182,17.173979237911787,Veg,85.33941064327779,6.639032740342085,Hosteller,63.43204225348044,6.755774322238333
20,CSE,4.304299240316711,8.150307075628444,4.32428757471165,8.70384266377935,Non-Veg,84.4769958970925,4.3942265901759585,Hosteller,66.95073724211315,8.110152514069085
22,Electrical,2.449897510075838,4.819697607637018,4.087482939480875,8.34145817797822,Non-Veg,74.95755369241583,2.9306849843378604,Hosteller,54.08803389872116,5.99496914105708
18,ECE,4.937606233307528,7.3817866165974495,7.371659109377368,11.26877900936252,Non-Veg,86.94281586501876,4.266548910468384,Hosteller,78.63627391435183,8.354694141482213
23,Electrical,3.896112356453874,7.488211393726373,2.6822245190836407,8.939717053542134,Non-Veg,79.58223726714046,2.949851036999957,Hosteller,73.34692525392767,8.313638987143163
25,ECE,3.673396651549973,6.664928305926651,4.6046277315711635,8.157085356453296,Veg,80.66385311301839,4.15663060727537,Hosteller,74.02295451263598,7.863175757979769
20,CSE,4.253188364526997,5.969234736331498,3.118219105844211,6.8400462109723135,Non-Veg,74.80124351383614,5.107053677530837,Hosteller,70.36890359595623,6.811159525718464
19,IT,3.089158861005131,6.418067676418178,3.2581996311529275,10.376031805439338,Non-Veg,65.95020734696051,4.2596437900828015,Day Scholar,54.19969532733527,6.038914081931332
18,Electrical,5.198875260223511,8.844660051878122,3.1265697541708724,9.669770421407895,Veg,88.49569408893255,4.784719319296,Hosteller,72.40285724749135,8.533581602363586
21,IT,4.965039823997732,5.429580296869868,3.5470647946017104,8.65485025098048,Veg,88.20296584331807,5.66777630311673,Day Scholar,70.10483480643612,7.545865538053291
24,Civil,3.8047326990150325,7.2166236537379485,3.4214312691215394,9.881425345633367,Non-Veg,79.04556189628241,4.444618026043466,Day Scholar,61.49395779824917,7.510977739632569
24,Mechanical,0.6278985769950634,7.020270002980353,3.068058923095974,7.803265519212539,Veg,61.41203739171311,1.0819210470937228,Day Scholar,57.554633838175455,5.940015194769729
21,Civil,5.220163100578921,6.891988278311088,3.053736705145145,3.8338451215884217,Veg,93.54420578633379,7.504748314314359,Hosteller,63.200313899289426,7.103422923835907
24,CSE,3.314171310654881,6.203764832793493,7.702111012345073,0.3812077957752986,Non-Veg,71.70534802220271,5.51555757858257,Day Scholar,63.6058905991699,6.692880485756984
19,Civil,4.966259674863702,6.345305913848173,3.6831149884475387,9.340657174265312,Non-Veg,87.05684422445778,6.3595686719772955,Day Scholar,75.54138765143486,7.49189177488883
25,Civil,7.776053681579475,6.336344194048933,4.800605029338789,0.0,Veg,94.53991140050655,8.463022929460239,Hosteller,83.91552783876145,9.436466051291811
25,ECE,1.97796297354179,6.936118120827778,4.466196597163989,1.8029964708488053,Veg,70.52155365603592,3.3126509308442036,Hosteller,64.72145733656642,6.966871621865807
18,ECE,4.248149783173524,6.170929110354243,5.8955530367244755,14.064670775039065,Veg,81.10388439215252,5.099197799937612,Day Scholar,68.0923861836665,7.153536895633976
24,Electrical,2.063489722882887,8.881025770802372,2.7422575976512893,10.85221996877167,Veg,74.60799673386569,1.1031062872579647,Hosteller,63.399154602710745,7.195469205684433
21,Electrical,4.398165438200203,6.997044353479835,5.200191368478741,3.502155227417753,Non-Veg,88.10406441546674,3.5894642327333677,Hosteller,78.17297219226586,8.106577054799452
18,ECE,3.063096134445904,6.100332978020668,6.8777983890156795,4.876778977522358,Non-Veg,77.49678419766728,2.9094711520174155,Day Scholar,63.61409387774024,7.415024130566384
20,ECE,4.410165065533513,8.169944781848269,1.0492343005465647,0.6193018760146234,Veg,78.90321439643763,2.8632685519553394,Hosteller,70.1438366457495,7.819028807658881
17,IT,2.460640308108649,7.167471038322422,0.9430625742846998,6.978133897451016,Veg,62.601403899636274,3.471912354645189,Day Scholar,63.11649660195629,6.65544662638913
19,ECE,2.3624047541396354,5.743014090603374,2.863191956913412,8.16669198282943,Veg,70.06154721465249,2.5892786498016744,Day Scholar,51.09627548885962,6.4645633774922295
19,ECE,5.150929108323529,5.765052301368523,2.059817398495436,3.0160766824241807,Veg,90.44572063601139,4.582412727086083,Day Scholar,71.85413528401484,7.707288200976804
19,Mechanical,2.3910040754952337,6.292979637763417,4.811685510566247,15.24040158581008,Veg,67.38882881998761,1.1425941965269197,Day Scholar,63.97784226138584,7.09896326462155
20,Civil,5.550416631471265,7.658876613557562,5.905658868620614,1.7086059301224252,Non-Veg,89.5484438943003,4.877270733976724,Hosteller,80.50500315462396,8.173842717801454
25,Mechanical,6.0300148537089155,4.421418538245557,5.695358163336127,2.1291422285676274,Veg,93.58011964573856,8.627952506863197,Hosteller,56.946669388072976,6.399089138952636
24,Mechanical,1.5193328456398492,6.748407804659767,6.247826326966064,15.727599065596673,Non-Veg,69.54688492251155,1.0755198168564217,Hosteller,58.922367153742414,6.937997308750797
23,CSE,3.3864786197668204,5.852990363725025,4.7406682619102885,5.736811252173776,Veg,82.01536423213275,3.7464742835832214,Day Scholar,64.7755636403538,6.58491563059378
25,Civil,2.7311325340112655,6.767840318771846,4.32158468206088,6.373971571700873,Non-Veg,76.24597393007703,3.7521260738994124,Hosteller,58.488976120804026,6.9652575175174345
17,Civil,5.989188053468436,7.307962208577522,10.571919934920299,8.29598531982937,Veg,93.49660023366228,5.0565192141796285,Hosteller,80.26107228218768,8.354231004433903
24,Civil,4.157796803399814,7.595484385972127,2.6346414167694707,3.5962777523480534,Veg,81.97499182518591,4.0673177311718955,Day Scholar,74.44349176429544,8.254131617598464
24,Electrical,5.542790309213004,7.330900793714513,3.023703753870223,4.938342500478968,Veg,86.6882739288274,4.086266128773311,Day Scholar,78.78595990857866,8.664976887741457
20,Mechanical,5.918212349727544,7.6214047151155775,4.583235593765602,8.175029671416416,Veg,85.61019500225494,5.5070686810270635,Hosteller,80.84028344704895,9.128878751661377
20,Mechanical,6.2934545537285365,5.0790741892625695,5.679987964207924,0.0,Non-Veg,96.97925450448648,9.786427912463944,Day Scholar,59.99831946396209,6.419267231540526
20,Mechanical,4.9612309053574775,7.608054020835558,2.5493644254971737,11.582837445695429,Non-Veg,86.30006372719593,5.723317217019568,Day Scholar,55.96291978264361,6.098693140299987
19,Electrical,5.965838509504682,6.358613990412882,4.3999754912001015,13.793239208935711,Non-Veg,82.33390455808033,9.140953969200954,Hosteller,65.39502183788117,6.700384708540495
24,Civil,5.802723915194628,4.047419550257364,1.0019194983595376,0.2752077877343587,Veg,82.39640639452452,8.754297622061777,Hosteller,50.22779844554252,5.839632369839017
21,Electrical,3.4388347190209756,5.773180276768238,3.716336183835111,5.839586424924075,Veg,86.13849645769523,5.361833198623358,Hosteller,50.440511292501824,5.976508025761478
19,Mechanical,4.003887085351692,6.371679054665554,1.8681845227557774,15.71695051715671,Veg,88.23472206387913,5.916009215100037,Day Scholar,64.7826864112841,7.050790494897429
20,Mechanical,4.241038783182108,6.074033134342646,4.919894038667494,4.465046010727279,Non-Veg,81.21515527468023,5.0178997601284925,Day Scholar,71.24212041664458,6.655824519443979
20,Electrical,3.840145696452151,5.664379830994629,7.183274698502675,7.293114774072626,Non-Veg,78.79459523006076,5.708668550789839,Day Scholar,72.20485627379912,7.368884410479274
20,Mechanical,3.4880098206538412,5.427984468970634,3.8669291800302488,7.142163655337504,Veg,80.8453250292313,4.587824882925695,Hosteller,58.42446925133058,5.780100367258895
17,Electrical,4.032595433909759,5.2820138651515,2.46770800112486,0.36416819488915303,Non-Veg,86.93706508981876,4.190774500951065,Day Scholar,63.08976514275415,7.3360220925912705
23,CSE,5.069035648961281,5.497774582830896,3.8633590101040363,12.884591184460605,Veg,88.19194242673534,7.327579364543784,Hosteller,71.1233476054331,7.0874079407054635
22,ECE,4.908196069410226,6.173114290011823,3.459789533557402,8.075016161700624,Veg,88.94873496478242,6.650465333437315,Day Scholar,51.38444773759395,7.14926314709199
20,ECE,3.0750525464116065,6.893809359731954,3.683097107668668,11.995041079399416,Veg,76.62943027399238,3.2801428767348866,Hosteller,73.81918924384348,7.705434587010748
25,ECE,3.8803675446046646,6.764763348671612,4.538582762928965,7.832133117427982,Veg,82.40703395340286,4.302318091484568,Hosteller,74.18940387146931,7.883309719310193
17,Electrical,3.77206019859407,5.603523916792629,6.717971762881457,18.824043985848746,Non-Veg,73.25472600546962,6.0682867300915735,Day Scholar,53.38632730501468,6.570262641218252
20,IT,2.5364416459211045,6.634497088768227,3.9185270992365067,15.528950682889747,Veg,72.59451979482091,3.531462379120296,Hosteller,61.276823383739796,7.07745702493427
22,Mechanical,5.369252355001974,5.152066815160166,4.483702744813297,5.127086155808014,Veg,89.37639931360827,6.8019392769626945,Hosteller,69.42693051833992,7.248963508193119
23,ECE,2.7086732821886557,6.149090603812901,3.398330269482841,10.943123243867596,Non-Veg,78.02938483347252,4.083201088594551,Hosteller,50.65061293294735,5.232739888409621
19,IT,5.276359812471938,8.369337996358212,8.17012791037398,8.730322724758825,Veg,86.11477576647759,3.0504567203128454,Day Scholar,68.60556504982755,8.555205544861112
23,IT,5.444154353657245,5.271698075928546,4.046567061077032,0.0,Veg,84.5690605040324,7.292094017651294,Day Scholar,72.99706093038294,7.8208920543549745
24,Civil,2.7556930186653883,5.593436628494581,9.529812764118688,8.279286824243076,Veg,77.49114180648144,5.4910016300922955,Hosteller,66.00829786878035,7.286197778717269
22,Electrical,2.8573266556196355,6.25729862277793,4.899942736048974,11.32607306983478,Veg,78.1660661192408,2.7544049661602217,Day Scholar,65.20868531582539,6.2369591756842055
17,Mechanical,4.404172066889095,9.529847079018472,6.984072883265032,1.1694180668535548,Veg,85.03452993729339,1.8869934700681008,Day Scholar,67.94013067039778,8.564358328142237
23,Civil,4.256360109441836,6.491522262235236,7.672312604674271,12.410586328312167,Non-Veg,84.78732621785886,5.4562452289024685,Day Scholar,74.86440609622423,7.7976738310180735
23,Civil,5.409996884038647,6.49084653194868,4.792991353207125,9.99279151266006,Veg,82.78400307079764,6.56046761215234,Day Scholar,63.94423088174446,7.710558754852163
19,ECE,5.937705875263627,6.015723925464215,3.565807345443721,3.4362734340947725,Veg,84.33226703305826,8.315716616977273,Day Scholar,61.05080505874151,6.595538007007404
17,Electrical,4.480037872891475,5.078088061069764,2.8819853838703167,8.298752854624272,Non-Veg,80.94089205107073,6.9384475939013255,Hosteller,54.039972144603524,5.866600870911305
20,Mechanical,5.053127296135491,5.7002574050245585,6.183408549576466,3.3806388914366776,Veg,87.44816643791171,6.317345439710783,Hosteller,67.38592306505235,7.341338676181293
21,Mechanical,4.4964257231926235,6.0157659358281,6.338332394327621,11.20319591497758,Non-Veg,84.80314137006737,6.0748554667332995,Day Scholar,56.13330282674479,7.055390517727473
23,ECE,4.105284490530061,5.866279950998808,8.174521261440963,12.658047403077546,Non-Veg,82.59352035253251,7.227261797738172,Hosteller,68.27235453022476,7.006914445793956
21,CSE,3.500507486345062,6.344295405452595,5.9643356245870605,11.654505839668513,Non-Veg,74.97432088812897,5.096362316332803,Hosteller,62.279825375525384,6.796652635874044
23,CSE,5.222432742342882,4.952023195786571,4.009322026977972,6.275622237594296,Veg,93.76085237283313,7.990629784449722,Hosteller,60.053262222112544,6.842859664245868
17,IT,6.523548791124987,8.478061272949263,7.328322401921271,8.794162385518968,Veg,89.35874334577727,5.201270329373587,Hosteller,77.70178179349135,9.127713225674448
18,Electrical,5.09939904519703,8.664652349445838,3.2198188108143975,9.615649706594889,Veg,88.35542150241787,4.798814437091651,Hosteller,73.09832391086196,8.48290094807927
19,Civil,5.697486428930324,6.6747261148624,8.178337493333906,14.10222640427049,Non-Veg,79.08887315213344,5.891551702884791,Day Scholar,75.7483879809254,8.25338016271785
18,IT,5.204192106289367,7.726113999306331,7.229607019398586,10.836613294052107,Non-Veg,85.09655028953662,4.990832089314631,Hosteller,71.7722564744742,8.694102301702152
21,CSE,5.563438888949311,7.094405345980073,4.960387477029441,16.72659988796704,Veg,78.06945460056909,4.678738592422204,Day Scholar,69.9885277201787,8.594535703966553
23,Mechanical,4.201554393245153,7.426418352246863,4.060377569474711,0.0,Veg,72.52291044159021,1.9684380249499687,Day Scholar,65.38694402164145,8.01709148538503
21,Civil,3.1446337500478427,4.988870760752571,7.072687493943703,3.443722551104151,Veg,68.81562355850387,4.916774706821954,Hosteller,51.26873128201083,5.870756955896974
21,CSE,2.4183063177402437,6.3608143390231255,4.0281045425755115,0.9160088876350686,Non-Veg,75.68001723026877,2.9850431115453055,Hosteller,74.01272101262876,8.271617669560715
22,CSE,4.964540217410695,3.4259106339109557,6.938644775044807,6.414595487271556,Veg,89.41796966713135,7.500438601647629,Hosteller,52.06767987923788,5.96998003114463
23,Civil,3.85456508293074,5.959111146739011,5.905876099016479,11.29867677180991,Non-Veg,75.65089927398346,5.804300296844758,Day Scholar,69.1820892652691,7.212009074104925
21,Mechanical,5.678096625968313,6.741321589761519,6.297712349465274,1.9352030716539002,Non-Veg,92.5947513188527,5.911520877463869,Day Scholar,77.95839600626995,8.070954470230177
24,Electrical,2.6731108027535773,9.540713240080509,3.809342628908746,0.0,Veg,80.34864190253911,2.246197455408131,Hosteller,69.70418083846337,7.645941742757279
23,Electrical,4.368541812705114,7.140263900620679,2.054351170046579,0.0,Veg,76.0568110822472,5.757676551934202,Hosteller,71.40424735789371,7.767373232783849
22,Electrical,3.2786709473082785,7.026286998669381,2.8867151245406317,0.4308249153181754,Veg,78.11140754632093,5.637183658008575,Day Scholar,51.63944116069664,5.751095278576019
24,Mechanical,3.8170015683109733,6.730330516109656,4.091484965569719,6.030896590111735,Non-Veg,73.13229133637981,2.9375475267306683,Day Scholar,75.96771932019963,7.999716207094804
18,CSE,5.015291736854997,7.256649767027982,6.559489720199818,8.744464295767129,Non-Veg,85.00877712009873,3.0284315879919568,Day Scholar,69.0182238361524,7.904135538005428
17,Mechanical,4.367615109426092,8.42356927269153,8.794496528130624,5.375843071810919,Veg,88.58387582372787,2.689256248835077,Hosteller,73.4911348341812,8.032511016895212
18,ECE,2.200732558832871,6.760041162525155,4.357706079534767,5.134360866432359,Veg,69.96583612509527,2.1015707078189405,Hosteller,55.219817298619056,6.423457850700162
18,Civil,2.9846780720240838,5.187149314631403,3.329482062889259,0.8352375486997918,Veg,75.70357037368527,4.366769927764187,Hosteller,55.63345630025857,6.370936328510857
19,ECE,2.497836406585624,5.232322038900171,1.549892452343222,7.458894491893847,Veg,82.33039528805143,3.564338781105145,Day Scholar,56.50101355938335,5.8974157003910985
22,IT,2.5853943760642943,4.78298795359386,1.7683963341479891,0.5296201271058465,Veg,75.40356244350991,4.356363197549384,Day Scholar,40.53422720102025,6.043891490769286
23,IT,5.465794758084902,7.165225527850657,3.4245455765676307,13.01647431597029,Veg,85.9711786242972,5.9839603999018935,Day Scholar,71.1050518420522,7.457925192979147
20,Electrical,2.9264267012230576,5.398643200883605,7.374083844389502,0.0,Veg,69.3147089726442,5.145580659725496,Hosteller,62.69240881420694,5.842184094245361
23,Electrical,2.7732693794802388,6.794969577251962,5.547998548890174,13.56032467938045,Veg,73.79790607079313,4.230524830890302,Day Scholar,72.64198643529686,7.034787366104096
18,Mechanical,5.5909682264172105,6.212051281893797,6.972585526780315,8.278708741007502,Non-Veg,83.66678766118686,7.1929500384748435,Day Scholar,68.1189434007386,7.400423679937724
25,IT,1.0383221239923826,5.376713899013199,6.010502356413278,0.23818734142460007,Veg,73.80131389361705,3.384354436148601,Day Scholar,43.869016282939626,5.579586447122477
24,CSE,4.812935318670415,8.089203680172012,5.1160645390799875,7.096561531756505,Veg,89.49645777316931,4.439461289732194,Hosteller,72.17663420320737,7.657100732561374
22,ECE,6.148108532936881,9.143861290782455,7.5214759919654,4.473596587194999,Veg,87.62571802981097,4.200372375301006,Day Scholar,70.61625197761913,8.71426315402361
17,Electrical,3.743142701718211,6.2217675756731845,0.9867635259477996,6.759925523730439,Veg,78.09875732863473,4.80440934143512,Day Scholar,59.36103797954151,6.443596306081546
18,ECE,2.0831848552908023,6.8042863164730685,4.401233177573192,5.029575804175498,Veg,70.7014819377507,2.1811850836308637,Hosteller,55.34762061582035,6.463320200723733
20,IT,4.84360148773616,5.590572572527963,10.175072318350031,13.899623941846306,Non-Veg,81.63501270495641,6.912787909680876,Hosteller,72.68296173744427,7.5199255609235065
19,Electrical,3.5886707941697806,5.56287021583352,7.2018522943328644,10.335359479862145,Veg,74.83539085922796,4.24137581260699,Hosteller,62.392024155785364,7.206743037443631
19,Electrical,4.206192145717526,5.612024151962269,6.493898241685784,6.173964791191246,Veg,84.19037508631527,5.3239690683225485,Day Scholar,65.64321477213353,7.449093801172147
23,Civil,4.456296709239488,6.933932212865414,4.040578513419658,10.8542550139549,Veg,88.06452318327007,3.7944160513012606,Hosteller,80.81121166673836,7.861555010347306
19,Civil,7.873067883775906,7.2972396122181316,4.353808091707783,3.5314175425516767,Non-Veg,89.58906724839339,8.416690710222117,Day Scholar,89.0392333652941,9.126942641004224
24,Civil,4.456283236230511,8.131188340014923,2.18697457803118,8.957674824730175,Veg,82.76378433945088,2.3283835635804357,Day Scholar,77.09764242938019,9.158641336755965
23,IT,4.648618365309494,7.030746212890533,10.344586514251404,0.0904228801180777,Veg,84.82958745603364,4.9684410867592534,Day Scholar,77.22271120230361,8.725876771832205
18,Civil,1.4411416444296992,6.86282938700741,2.763130869350092,7.760308683434107,Veg,69.03400671336142,1.1902845483067717,Day Scholar,64.7490703425292,7.517874578134967
